Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Loan_to_Income_Ratio
Male,Yes,0,Not Graduate,No,3406,4417.0,123.0,360.0,1.0,Semiurban,1,7823.0,0.01572286846478333
Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,0,10383.0,0.011557353366079168
Male,Yes,2,Graduate,No,9703,0.0,112.0,360.0,1.0,Urban,1,9703.0,0.011542821807688343
Male,Yes,1,Not Graduate,No,6608,0.0,137.0,180.0,1.0,Urban,1,6608.0,0.020732445520581115
Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,1,4725.0,0.02603174603174603
Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,1,3677.0,0.024476475387544192
Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,0.0,Semiurban,0,5558.0,0.0361640878013674
Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,0,3427.0,0.040268456375838924
Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,1,4750.0,0.021894736842105262
Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,1,9762.0,0.02858020897357099
Male,No,0,Graduate,Yes,16250,0.0,192.0,360.0,0.0,Urban,0,12555.375,0.015292255308981213
Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,1,3083.0,0.08271164450210834
Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,0,6045.0,0.01902398676592225
Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,0,5250.0,0.017904761904761906
Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,0,12555.375,0.024212737572553586
Male,Yes,3+,Not Graduate,No,4931,0.0,128.0,360.0,1.0,Semiurban,0,4931.0,0.02595822348408031
Male,Yes,1,Graduate,No,6083,4250.0,330.0,360.0,1.0,Urban,1,10333.0,0.03193651408109939
Male,No,0,Graduate,No,2060,2209.0,134.0,360.0,1.0,Semiurban,1,4269.0,0.03138908409463575
Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,0,3481.0,0.04452743464521689
Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,1,7200.0,0.016666666666666666
Male,No,0,Graduate,Yes,5166,0.0,128.0,360.0,1.0,Semiurban,1,5166.0,0.024777390631049168
Male,No,0,Graduate,No,4095,3447.0,151.0,360.0,1.0,Rural,1,7542.0,0.02002121453195439
Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,1.0,Semiurban,1,6095.0,0.02461033634126333
Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,1,6144.0,0.026041666666666668
Female,No,0,Graduate,No,3418,0.0,135.0,360.0,1.0,Rural,0,3418.0,0.03949678174370977
Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,1,4436.0,0.02028854824165915
Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,1,3237.0,0.009267840593141797
Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,1,11146.0,0.012201686703750225
Male,No,0,Graduate,No,2833,1857.0,126.0,360.0,1.0,Rural,1,4690.0,0.026865671641791045
Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,1,4843.0,0.03097253768325418
Male,Yes,2,Graduate,No,3900,0.0,90.0,360.0,1.0,Semiurban,1,3900.0,0.023076923076923078
Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,1.0,Semiurban,1,4592.0,0.02504355400696864
Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,1,7267.0,0.02848493188385854
Male,Yes,0,Graduate,No,3103,1300.0,80.0,360.0,1.0,Urban,1,4403.0,0.018169429934135818
Male,Yes,0,Graduate,No,14583,0.0,436.0,360.0,1.0,Semiurban,1,12555.375,0.03472616309747817
Female,Yes,0,Not Graduate,No,4100,0.0,124.0,360.0,1.0,Rural,1,4100.0,0.03024390243902439
Male,No,1,Not Graduate,Yes,4053,2426.0,158.0,360.0,0.0,Urban,0,6479.0,0.02438647939496836
Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,1.0,Semiurban,1,4727.0,0.0236936746350751
Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,1,3286.7999878,0.023731288879615956
Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,1,3477.0,0.015530629853321829
Male,Yes,0,Graduate,No,20667,0.0,146.41216216216216,360.0,1.0,Rural,0,12555.375,0.01166131335481116
Male,No,0,Graduate,No,3158,3053.0,89.0,360.0,1.0,Rural,1,6211.0,0.014329415553051039
Female,No,0,Graduate,Yes,2600,1717.0,99.0,300.0,1.0,Semiurban,0,4317.0,0.022932592077831826
Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,1,5704.0,0.021037868162692847
Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,1,4124.0,0.027885548011639186
Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,1,9508.0,0.019667648296171646
Male,Yes,0,Graduate,No,3075,2416.0,139.0,360.0,1.0,Rural,1,5491.0,0.025314150427973046
Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,0.0,Semiurban,0,4400.0,0.028863636363636362
Male,Yes,2,Graduate,No,3153,1560.0,134.0,360.0,1.0,Urban,1,4713.0,0.028431996605134735
Female,No,0,Graduate,No,5417,0.0,143.0,480.0,0.0,Urban,0,5417.0,0.026398375484585564
Male,Yes,0,Graduate,No,2383,3334.0,172.0,360.0,1.0,Semiurban,1,5717.0,0.03008570928808816
Male,Yes,3+,Graduate,No,4416,1250.0,110.0,360.0,1.0,Urban,1,5666.0,0.01941404871161313
Male,Yes,1,Graduate,No,6875,0.0,200.0,360.0,1.0,Semiurban,1,6875.0,0.02909090909090909
Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,1,4666.0,0.028932704672096014
Female,No,0,Graduate,No,5000,2541.0,151.0,480.0,1.0,Rural,0,7541.0,0.020023869513327144
Male,Yes,1,Graduate,No,2014,2925.0,113.0,360.0,1.0,Urban,0,4939.0,0.02287912532901397
Male,Yes,0,Not Graduate,No,1800,2934.0,93.0,360.0,0.0,Urban,0,4734.0,0.01964512040557668
Male,Yes,0,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,1,4625.0,0.022702702702702703
Female,No,0,Graduate,No,5000,0.0,132.0,360.0,1.0,Rural,1,5000.0,0.0264
Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,1,3428.0,0.028004667444574097
Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,1,6500.0,0.021538461538461538
Male,No,0,Not Graduate,No,2000,0.0,146.41216216216216,360.0,1.0,Urban,0,2000.0,0.07320608108108108
Female,No,0,Graduate,No,3762,1666.0,135.0,360.0,1.0,Rural,1,5428.0,0.024871039056742816
Female,No,0,Graduate,No,2400,1863.0,104.0,360.0,0.0,Urban,0,4263.0,0.02439596528266479
Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,0,12555.375,0.03823063827245303
Male,Yes,2,Not Graduate,No,7667,0.0,185.0,360.0,1.0,Rural,1,7667.0,0.024129385678883526
Female,No,0,Graduate,No,2917,0.0,84.0,360.0,1.0,Semiurban,1,2917.0,0.028796708947548853
Male,No,0,Not Graduate,No,2927,2405.0,111.0,360.0,1.0,Semiurban,1,5332.0,0.020817704426106528
Female,No,0,Graduate,No,2507,0.0,56.0,360.0,1.0,Rural,1,2507.0,0.022337455125648185
Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,1.0,Rural,1,5746.0,0.025060911938739994
Male,Yes,0,Graduate,No,2473,1843.0,159.0,360.0,1.0,Rural,0,4316.0,0.036839666357738644
Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,1,5039.0,0.022028180194483032
Male,Yes,2,Graduate,No,3717,0.0,120.0,360.0,1.0,Semiurban,1,3717.0,0.03228410008071025
Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,1.0,Urban,1,4192.0,0.02099236641221374
Female,No,1,Graduate,No,3541,0.0,112.0,360.0,1.0,Semiurban,1,3541.0,0.031629483196837054
Male,Yes,1,Graduate,Yes,10000,0.0,155.0,360.0,1.0,Rural,0,10000.0,0.0155
Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,1,4567.0,0.025180643748631486
Male,Yes,3+,Graduate,No,4342,189.0,124.0,360.0,1.0,Semiurban,1,4531.0,0.027367027146325315
Male,Yes,2,Not Graduate,No,3601,1590.0,146.41216216216216,360.0,1.0,Rural,1,5191.0,0.028205001379726865
Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,1.0,Rural,1,6151.0,0.021459925215412127
Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,1,12555.375,0.023894148920283145
Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,0,12555.375,0.029947333313421542
Male,No,0,Graduate,No,4917,0.0,130.0,360.0,0.0,Rural,1,4917.0,0.026438885499288182
Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,1.0,Semiurban,1,7978.0,0.023063424417147156
Female,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,6784.0,0.016214622641509434
Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,1,2500.0,0.0268
Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,1,6177.0,0.01894123360854784
Male,No,0,Graduate,No,2935,0.0,98.0,360.0,1.0,Semiurban,1,2935.0,0.03339011925042589
Male,No,0,Graduate,No,2833,0.0,71.0,360.0,1.0,Urban,1,2833.0,0.025061771973173313
Male,Yes,0,Graduate,No,63337,0.0,490.0,180.0,1.0,Urban,1,12555.375,0.03902710990312914
Male,Yes,1,Graduate,Yes,9833,1833.0,182.0,180.0,1.0,Urban,1,11666.0,0.015600891479513115
Male,Yes,0,Graduate,Yes,5503,4490.0,70.0,342.0,1.0,Semiurban,1,9993.0,0.007004903432402682
Male,Yes,1,Graduate,No,5250,688.0,160.0,360.0,1.0,Rural,1,5938.0,0.02694509936005389
Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,1,7100.0,0.024788732394366197
Female,No,3+,Not Graduate,No,1830,0.0,146.41216216216216,360.0,0.0,Urban,0,1830.0,0.08000664599025255
Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,1,4160.0,0.01706730769230769
Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,0,4234.0,0.040859707132735006
Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,0,2378.0,0.01934398654331371
Male,Yes,1,Not Graduate,No,4554,1229.0,158.0,360.0,1.0,Urban,1,5783.0,0.027321459450112398
Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,1,3173.0,0.023321777497636306
Male,Yes,2,Graduate,No,2583,2330.0,125.0,360.0,1.0,Rural,1,4913.0,0.0254427030327702
Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,1,4957.0,0.03227758725035303
Male,Yes,0,Not Graduate,No,3523,3230.0,152.0,360.0,0.0,Rural,0,6753.0,0.02250851473419221
Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,1,5251.0,0.023995429442011044
Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,1.0,Semiurban,1,10916.0,0.02372663979479663
Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,1,8875.0,0.021070422535211266
Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,1,9083.0,0.025101838599581636
Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,0,12555.375,0.02453132622482403
Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,1,4749.0,0.02000421141292904
Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,0,5500.0,0.019090909090909092
Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,1,2928.0,0.04439890710382514
Female,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,1,3813.0,0.03042223970626803
Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,1,11500.0,0.014347826086956521
Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,0,3875.0,0.01729032258064516
Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,0,4666.0,0.021431633090441493
Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,1,8334.0,0.023998080153587713
Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,0,4723.0,0.017150116451408005
Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,1,8667.0,0.027229721933771777
Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,1,7083.0,0.01835380488493576
Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,1,6046.0,0.0157128680119087
Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,1,6822.0,0.020668425681618294
Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,0,6216.0,0.021396396396396396
Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,0,2500.0,0.0384
Male,No,0,Graduate,No,5124,0.0,124.0,342.0,0.0,Rural,0,5124.0,0.02419984387197502
Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,1,6325.0,0.02766798418972332
Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,0,12555.375,0.04539888294853798
Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,1,12555.375,0.004380593968718577
Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,1,5185.0,0.029893924783027964
Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,1,12555.375,0.030265921965691986
Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,0,5049.0,0.021984551396316103
Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,1,4223.0,0.02604783329386692
Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,1,5740.0,0.020905923344947737
Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,1,12555.375,0.010354131198789363
Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,1,4310.0,0.030162412993039442
Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,0,3069.0,0.023134571521668295
Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,1,5391.0,0.024114264514932295
Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,1,5833.0,0.021944111092062405
Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,1,10173.0,0.029096628329892852
Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,1,6000.0,0.026
Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,1,7167.0,0.017859634435607646
Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,0,4566.0,0.021901007446342532
Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,1,3667.0,0.030815380419961822
Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,1,3946.0,0.03345159655347187
Male,Yes,0,Not Graduate,No,3010,3136.0,146.41216216216216,360.0,0.0,Urban,0,6146.0,0.023822349847406794
Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,1,4750.0,0.02863157894736842
Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,1,5488.0,0.022776967930029153
Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,1,9167.0,0.020181084324206393
Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,1,9504.0,0.028935185185185185
Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,1,4698.0,0.02554278416347382
Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,1,3618.0,0.03123272526257601
Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,1,4500.0,0.025111111111111112
Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,1,3760.0,0.03590425531914894
Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,0,3180.0,0.02232704402515723
Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,1,4492.0,0.021148708815672306
Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,1,5568.0,0.019576149425287355
Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,0,3300.0,0.031212121212121212
Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,0,2889.0,0.01557632398753894
Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,0,2755.0,0.023593466424682397
Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,1,12555.375,0.00820365779596388
Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,1,1963.0,0.026999490575649515
Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,0,7441.0,0.026071764547775836
Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,1,4547.0,0.025291400923685946
Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,1,4567.0,0.025180643748631486
Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,1,2213.0,0.0298237686398554
Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,0,8300.0,0.018313253012048194
Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,0,12555.375,0.028672978704339776
Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,0,3867.0,0.016033100594776313
Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,1,6256.0,0.02557544757033248
Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,0,6096.0,0.035761154855643046
Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,1,4286.0,0.025664955669622024
Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,0,5386.0,0.03304864463423691
Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,1,2995.0,0.02003338898163606
Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,0,2600.0,0.06153846153846154
Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,0,12555.375,0.019035671973158905
Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,1,3798.0,0.02948920484465508
Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,1,4663.0,0.029594681535492173
Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,1,5829.0,0.023674729799279464
Female,No,0,Not Graduate,No,2720,0.0,80.0,342.0,0.0,Urban,0,2720.0,0.029411764705882353
Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,1,3539.0,0.028256569652444195
Male,Yes,1,Graduate,No,7250,1667.0,110.0,342.0,0.0,Urban,0,8917.0,0.01233598743972188
Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,1,12555.375,0.007646127654490607
Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,1,6966.0,0.01737008326155613
Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,0,4606.0,0.017585757707338254
Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,1,5935.0,0.02240943555181129
Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,1,2936.12000084,0.029630941506174818
Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,1,2717.0,0.02208317997791682
Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,1,8624.0,0.017393320964749538
Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,0,6500.0,0.016153846153846154
Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,1,12555.375,0.03225710104238225
Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,1,4765.0,0.030010493179433367
Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,1,3750.0,0.02666666666666667
Female,Yes,0,Graduate,No,10047,0.0,146.41216216216216,240.0,1.0,Semiurban,1,10047.0,0.01457272441148225
Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,1,3777.0,0.013238019592268996
Male,Yes,0,Graduate,No,2213,1125.0,146.41216216216216,360.0,1.0,Urban,1,3338.0,0.0438622415105339
Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,0,10416.0,0.0179531490015361
Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,1,7142.0,0.019322318678241388
Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,1,8724.0,0.021435121503897293
Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,1,9734.0,0.018491884117526197
Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,1,6700.0,0.02208955223880597
Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,1,12555.375,0.012106368786276793
Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,1,12555.375,0.013938253536831835
Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,1,4676.0,0.027801539777587682
Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,1,4652.0,0.023645743766122097
Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,0,4915.0,0.011190233977619531
Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,0,5050.0,0.0297029702970297
Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,0,4311.0,0.04407330085826954
Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,0,3564.0,0.035072951739618406
Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,1,3414.0,0.01757469244288225
Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,0,5681.0,0.02622777679985918
Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,1,4949.0,0.018185492018589614
Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,1,7085.0,0.011856033874382499
Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,1,3859.0,0.024876911116869654
Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,1,4301.0,0.027435480120902116
Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,0,6277.0,0.027560936753226063
Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,1,4354.0,0.03123564538355535
Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,0,8334.0,0.01919846412287017
Male,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,1,6166.0,0.025948751216347713
Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,1,7740.0,0.016537467700258397
Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,1,5203.0,0.02940611185854315
Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,1,5191.0,0.025428626468888462
Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,0,4166.0,0.023523763802208355
Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,1,6000.0,0.023333333333333334
Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,0,4611.0,0.015181088700932552
Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,1,12555.375,0.008761187937437154
Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,1,3127.0,0.03133994243684042
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,0,6784.0,0.016214622641509434
Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,1,5529.0,0.02930005425935974
Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,0,4153.0,0.027209246327955693
Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,1,4691.0,0.021317416329140908
Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,1,2500.0,0.0372
Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,1,10180.0,0.015913555992141455
Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,1,12555.375,0.011947074460141573
Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,1,8450.0,0.027218934911242602
Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,0,4745.0,0.027818756585879872
Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,1,12555.375,0.0068496560238145016
Male,Yes,2,Graduate,No,2947,1603.0,146.41216216216216,360.0,1.0,Urban,0,4550.0,0.032178497178497176
Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,1,4350.0,0.035402298850574714
Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,1,3095.0,0.03651050080775444
Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,1,5233.0,0.024460156697878845
Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,1,10833.0,0.02160066463583495
Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,1,8333.0,0.029521180847233888
Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,1,4394.0,0.029813381884387802
Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,0,3547.0,0.02255427121511136
Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,0,12555.375,0.03982358153380524
Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,1,6666.0,0.024002400240024
Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,0,2435.0,0.030800821355236138
Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,1,5484.0,0.0175054704595186
